./dataset/Benign PE Samples/adamuninstall.exe,1
./dataset/Benign PE Samples/AddInProcess.exe,1
./dataset/Benign PE Samples/AddInProcess32.exe,1
./dataset/Benign PE Samples/AddInUtil.exe,1
./dataset/Benign PE Samples/AddSuggestedFoldersToLibraryDialog.exe,1
./dataset/Benign PE Samples/ADSchemaAnalyzer.exe,1
./dataset/Benign PE Samples/AgentService.exe,1
./dataset/Benign PE Samples/aitstatic.exe,1
./dataset/Benign PE Samples/alg.exe,1
./dataset/Benign PE Samples/appcmd.exe,1
./dataset/Benign PE Samples/AppHostRegistrationVerifier.exe,1
./dataset/Benign PE Samples/appidcertstorecheck.exe,1
./dataset/Benign PE Samples/appidpolicyconverter.exe,1
./dataset/Benign PE Samples/appidtel.exe,1
./dataset/Benign PE Samples/AppInstaller.exe,1
./dataset/Benign PE Samples/AppLaunch.exe,1
./dataset/Benign PE Samples/ApplicationFrameHost.exe,1
./dataset/Benign PE Samples/ApplySettingsTemplateCatalog.exe,1
./dataset/Benign PE Samples/ApplyTrustOffline.exe,1
./dataset/Benign PE Samples/AppResolverUX.exe,1
./dataset/Benign PE Samples/ApproveChildRequest.exe,1
./dataset/Benign PE Samples/AppVClient.exe,1
./dataset/Benign PE Samples/AppVDllSurrogate.exe,1
./dataset/Benign PE Samples/AppVNice.exe,1
./dataset/Benign PE Samples/AppVShNotify.exe,1
./dataset/Benign PE Samples/AppVStreamingUX.exe,1
./dataset/Benign PE Samples/ARP.EXE,1
./dataset/Benign PE Samples/aspnetca.exe,1
./dataset/Benign PE Samples/aspnet_compiler.exe,1
./dataset/Benign PE Samples/aspnet_regbrowsers.exe,1
./dataset/Benign PE Samples/aspnet_regiis.exe,1
./dataset/Benign PE Samples/aspnet_regsql.exe,1
./dataset/Benign PE Samples/aspnet_state.exe,1
./dataset/Benign PE Samples/aspnet_wp.exe,1
./dataset/Benign PE Samples/AssignedAccessLockApp.exe,1
./dataset/Benign PE Samples/at.exe,1
./dataset/Benign PE Samples/AtBroker.exe,1
./dataset/Benign PE Samples/attrib.exe,1
./dataset/Benign PE Samples/audiodg.exe,1
./dataset/Benign PE Samples/audit.exe,1
./dataset/Benign PE Samples/auditpol.exe,1
./dataset/Benign PE Samples/AuditShD.exe,1
./dataset/Benign PE Samples/AuthHost.exe,1
./dataset/Benign PE Samples/autochk.exe,1
./dataset/Benign PE Samples/autoconv.exe,1
./dataset/Benign PE Samples/autofmt.exe,1
./dataset/Benign PE Samples/AxInstUI.exe,1
./dataset/Benign PE Samples/baaupdate.exe,1
./dataset/Benign PE Samples/backgroundTaskHost.exe,1
./dataset/Benign PE Samples/BackgroundTransferHost.exe,1
./dataset/Benign PE Samples/bash.exe,1
./dataset/Benign PE Samples/bcdboot.exe,1
./dataset/Benign PE Samples/bcdedit.exe,1
./dataset/Benign PE Samples/bdechangepin.exe,1
./dataset/Benign PE Samples/BdeHdCfg.exe,1
./dataset/Benign PE Samples/BdeUISrv.exe,1
./dataset/Benign PE Samples/bdeunlock.exe,1
./dataset/Benign PE Samples/bfsvc.exe,1
./dataset/Benign PE Samples/BioEnrollmentHost.exe,1
./dataset/Benign PE Samples/BioIso.exe,1
./dataset/Benign PE Samples/BitLockerDeviceEncryption.exe,1
./dataset/Benign PE Samples/BitLockerToGo.exe,1
./dataset/Benign PE Samples/BitLockerWizard.exe,1
./dataset/Benign PE Samples/BitLockerWizardElev.exe,1
./dataset/Benign PE Samples/bitsadmin.exe,1
./dataset/Benign PE Samples/bootcfg.exe,1
./dataset/Benign PE Samples/BootExpCfg.exe,1
./dataset/Benign PE Samples/bootim.exe,1
./dataset/Benign PE Samples/bootsect.exe,1
./dataset/Benign PE Samples/bridgeunattend.exe,1
./dataset/Benign PE Samples/BrowserCore.exe,1
./dataset/Benign PE Samples/browserexport.exe,1
./dataset/Benign PE Samples/browser_broker.exe,1
./dataset/Benign PE Samples/bthudtask.exe,1
./dataset/Benign PE Samples/ByteCodeGenerator.exe,1
./dataset/Benign PE Samples/c2wtshost.exe,1
./dataset/Benign PE Samples/cacls.exe,1
./dataset/Benign PE Samples/Cain.exe,1
./dataset/Benign PE Samples/calc.exe,1
./dataset/Benign PE Samples/Calculator.exe,1
./dataset/Benign PE Samples/CameraBarcodeScannerPreview.exe,1
./dataset/Benign PE Samples/CameraSettingsUIHost.exe,1
./dataset/Benign PE Samples/CapturePicker.exe,1
./dataset/Benign PE Samples/CasPol.exe,1
./dataset/Benign PE Samples/CastSrv.exe,1
./dataset/Benign PE Samples/CCG.exe,1
./dataset/Benign PE Samples/CertEnrollCtrl.exe,1
./dataset/Benign PE Samples/certreq.exe,1
./dataset/Benign PE Samples/certutil.exe,1
./dataset/Benign PE Samples/CExecSvc.exe,1
./dataset/Benign PE Samples/change.exe,1
./dataset/Benign PE Samples/changepk.exe,1
./dataset/Benign PE Samples/charmap.exe,1
./dataset/Benign PE Samples/CheckNetIsolation.exe,1
./dataset/Benign PE Samples/chglogon.exe,1
./dataset/Benign PE Samples/chgport.exe,1
./dataset/Benign PE Samples/chgusr.exe,1
./dataset/Benign PE Samples/chkdsk.exe,1
./dataset/Benign PE Samples/chkntfs.exe,1
./dataset/Benign PE Samples/chmod.exe,1
./dataset/Benign PE Samples/choice.exe,1
./dataset/Benign PE Samples/chown.exe,1
./dataset/Benign PE Samples/ChsIME.exe,1
./dataset/Benign PE Samples/ChtIME.exe,1
./dataset/Benign PE Samples/CHXSmartScreen.exe,1
./dataset/Benign PE Samples/CIDiag.exe,1
./dataset/Benign PE Samples/cipher.exe,1
./dataset/Benign PE Samples/cleanmgr.exe,1
./dataset/Benign PE Samples/cliconfg.exe,1
./dataset/Benign PE Samples/clip.exe,1
./dataset/Benign PE Samples/ClipUp.exe,1
./dataset/Benign PE Samples/CloudExperienceHostBroker.exe,1
./dataset/Benign PE Samples/CloudNotifications.exe,1
./dataset/Benign PE Samples/CloudStorageWizard.exe,1
./dataset/Benign PE Samples/cmak.exe,1
./dataset/Benign PE Samples/cmbins.exe,1
./dataset/Benign PE Samples/cmd.exe,1
./dataset/Benign PE Samples/cmdkey.exe,1
./dataset/Benign PE Samples/cmdl32.exe,1
./dataset/Benign PE Samples/cmmon32.exe,1
./dataset/Benign PE Samples/cmstp.exe,1
./dataset/Benign PE Samples/cofire.exe,1
./dataset/Benign PE Samples/colorcpl.exe,1
./dataset/Benign PE Samples/comp.exe,1
./dataset/Benign PE Samples/compact.exe,1
./dataset/Benign PE Samples/CompatTelRunner.exe,1
./dataset/Benign PE Samples/CompMgmtLauncher.exe,1
./dataset/Benign PE Samples/ComputerDefaults.exe,1
./dataset/Benign PE Samples/comrepl.exe,1
./dataset/Benign PE Samples/ComSvcConfig.exe,1
./dataset/Benign PE Samples/ConfigSecurityPolicy.exe,1
./dataset/Benign PE Samples/conhost.exe,1
./dataset/Benign PE Samples/consent.exe,1
./dataset/Benign PE Samples/control.exe,1
./dataset/Benign PE Samples/convert.exe,1
./dataset/Benign PE Samples/convertvhd.exe,1
./dataset/Benign PE Samples/coredpussvr.exe,1
./dataset/Benign PE Samples/CredDialogHost.exe,1
./dataset/Benign PE Samples/CredentialUIBroker.exe,1
./dataset/Benign PE Samples/credwiz.exe,1
./dataset/Benign PE Samples/csc.exe,1
./dataset/Benign PE Samples/cscript.exe,1
./dataset/Benign PE Samples/csrss.exe,1
./dataset/Benign PE Samples/csvde.exe,1
./dataset/Benign PE Samples/ctfmon.exe,1
./dataset/Benign PE Samples/cttune.exe,1
./dataset/Benign PE Samples/cttunesvr.exe,1
./dataset/Benign PE Samples/curl.exe,1
./dataset/Benign PE Samples/cvtres.exe,1
./dataset/Benign PE Samples/cygrunsrv.exe,1
./dataset/Benign PE Samples/dasHost.exe,1
./dataset/Benign PE Samples/DataExchangeHost.exe,1
./dataset/Benign PE Samples/DataStoreCacheDumpTool.exe,1
./dataset/Benign PE Samples/DataSvcUtil.exe,1
./dataset/Benign PE Samples/DataUsageLiveTileTask.exe,1
./dataset/Benign PE Samples/dccw.exe,1
./dataset/Benign PE Samples/dcdiag.exe,1
./dataset/Benign PE Samples/dcomcnfg.exe,1
./dataset/Benign PE Samples/ddodiag.exe,1
./dataset/Benign PE Samples/Defrag.exe,1
./dataset/Benign PE Samples/desktopimgdownldr.exe,1
./dataset/Benign PE Samples/DeviceCensus.exe,1
./dataset/Benign PE Samples/DeviceCredentialDeployment.exe,1
./dataset/Benign PE Samples/DeviceEject.exe,1
./dataset/Benign PE Samples/DeviceEnroller.exe,1
./dataset/Benign PE Samples/DevicePairingWizard.exe,1
./dataset/Benign PE Samples/DeviceProperties.exe,1
./dataset/Benign PE Samples/DFDWiz.exe,1
./dataset/Benign PE Samples/dfrgui.exe,1
./dataset/Benign PE Samples/dfsvc.exe,1
./dataset/Benign PE Samples/DiagnosticsHub.StandardCollector.Service.exe,1
./dataset/Benign PE Samples/dialer.exe,1
./dataset/Benign PE Samples/diskpart.exe,1
./dataset/Benign PE Samples/diskperf.exe,1
./dataset/Benign PE Samples/diskraid.exe,1
./dataset/Benign PE Samples/DiskSnapshot.exe,1
./dataset/Benign PE Samples/Dism.exe,1
./dataset/Benign PE Samples/DismHost.exe,1
./dataset/Benign PE Samples/dispdiag.exe,1
./dataset/Benign PE Samples/DisplaySwitch.exe,1
./dataset/Benign PE Samples/djoin.exe,1
./dataset/Benign PE Samples/dllhost.exe,1
./dataset/Benign PE Samples/dllhst3g.exe,1
./dataset/Benign PE Samples/dmcertinst.exe,1
./dataset/Benign PE Samples/dmcfghost.exe,1
./dataset/Benign PE Samples/dmclient.exe,1
./dataset/Benign PE Samples/DmNotificationBroker.exe,1
./dataset/Benign PE Samples/DmOmaCpMo.exe,1
./dataset/Benign PE Samples/dnscacheugc.exe,1
./dataset/Benign PE Samples/doskey.exe,1
./dataset/Benign PE Samples/dpapimig.exe,1
./dataset/Benign PE Samples/DpiScaling.exe,1
./dataset/Benign PE Samples/dplaysvr.exe,1
./dataset/Benign PE Samples/dpnsvr.exe,1
./dataset/Benign PE Samples/driverquery.exe,1
./dataset/Benign PE Samples/drvcfg.exe,1
./dataset/Benign PE Samples/drvinst.exe,1
./dataset/Benign PE Samples/dsacls.exe,1
./dataset/Benign PE Samples/dsamain.exe,1
./dataset/Benign PE Samples/dsdbutil.exe,1
./dataset/Benign PE Samples/dsmgmt.exe,1
./dataset/Benign PE Samples/DsmUserTask.exe,1
./dataset/Benign PE Samples/dsregcmd.exe,1
./dataset/Benign PE Samples/dstokenclean.exe,1
./dataset/Benign PE Samples/dtdump.exe,1
./dataset/Benign PE Samples/DTUHandler.exe,1
./dataset/Benign PE Samples/dusmtask.exe,1
./dataset/Benign PE Samples/dvdplay.exe,1
./dataset/Benign PE Samples/DW20.exe,1
./dataset/Benign PE Samples/dwm.exe,1
./dataset/Benign PE Samples/DWTRIG20.EXE,1
./dataset/Benign PE Samples/DWWIN.EXE,1
./dataset/Benign PE Samples/dxdiag.exe,1
./dataset/Benign PE Samples/dxgiadaptercache.exe,1
./dataset/Benign PE Samples/Dxpserver.exe,1
./dataset/Benign PE Samples/Eap3Host.exe,1
./dataset/Benign PE Samples/EaseOfAccessDialog.exe,1
./dataset/Benign PE Samples/easinvoker.exe,1
./dataset/Benign PE Samples/EASPolicyManagerBrokerHost.exe,1
./dataset/Benign PE Samples/editrights.exe,1
./dataset/Benign PE Samples/EdmGen.exe,1
./dataset/Benign PE Samples/EDPCleanup.exe,1
./dataset/Benign PE Samples/edpnotify.exe,1
./dataset/Benign PE Samples/EduPrintProv.exe,1
./dataset/Benign PE Samples/efsui.exe,1
./dataset/Benign PE Samples/EhStorAuthn.exe,1
./dataset/Benign PE Samples/esentutl.exe,1
./dataset/Benign PE Samples/eshell.exe,1
./dataset/Benign PE Samples/eudcedit.exe,1
./dataset/Benign PE Samples/eventcreate.exe,1
./dataset/Benign PE Samples/eventvwr.exe,1
./dataset/Benign PE Samples/evntcmd.exe,1
./dataset/Benign PE Samples/evntwin.exe,1
./dataset/Benign PE Samples/expand.exe,1
./dataset/Benign PE Samples/explorer.exe,1
./dataset/Benign PE Samples/ExtExport.exe,1
./dataset/Benign PE Samples/extrac32.exe,1
./dataset/Benign PE Samples/FaceFodUninstaller.exe,1
./dataset/Benign PE Samples/false.exe,1
./dataset/Benign PE Samples/fc.exe,1
./dataset/Benign PE Samples/fhmanagew.exe,1
./dataset/Benign PE Samples/FileExplorer.exe,1
./dataset/Benign PE Samples/FileHistory.exe,1
./dataset/Benign PE Samples/FilePicker.exe,1
./dataset/Benign PE Samples/find.exe,1
./dataset/Benign PE Samples/findstr.exe,1
./dataset/Benign PE Samples/finger.exe,1
./dataset/Benign PE Samples/FirstLogonAnim.exe,1
./dataset/Benign PE Samples/fixmapi.exe,1
./dataset/Benign PE Samples/FlashPlayerApp.exe,1
./dataset/Benign PE Samples/FlashUtil_ActiveX.exe,1
./dataset/Benign PE Samples/FlickLearningWizard.exe,1
./dataset/Benign PE Samples/fltMC.exe,1
./dataset/Benign PE Samples/fodhelper.exe,1
./dataset/Benign PE Samples/Fondue.exe,1
./dataset/Benign PE Samples/fontdrvhost.exe,1
./dataset/Benign PE Samples/fontview.exe,1
./dataset/Benign PE Samples/forfiles.exe,1
./dataset/Benign PE Samples/fsavailux.exe,1
./dataset/Benign PE Samples/FsIso.exe,1
./dataset/Benign PE Samples/fsquirt.exe,1
./dataset/Benign PE Samples/fsutil.exe,1
./dataset/Benign PE Samples/ftp.exe,1
./dataset/Benign PE Samples/fvenotify.exe,1
./dataset/Benign PE Samples/fveprompt.exe,1
./dataset/Benign PE Samples/FXSCOVER.exe,1
./dataset/Benign PE Samples/FXSSVC.exe,1
./dataset/Benign PE Samples/FXSUNATD.exe,1
./dataset/Benign PE Samples/GameBar.exe,1
./dataset/Benign PE Samples/GameBarPresenceWriter.exe,1
./dataset/Benign PE Samples/GamePanel.exe,1
./dataset/Benign PE Samples/GenValObj.exe,1
./dataset/Benign PE Samples/GetHelp.exe,1
./dataset/Benign PE Samples/getmac.exe,1
./dataset/Benign PE Samples/gpresult.exe,1
./dataset/Benign PE Samples/gpscript.exe,1
./dataset/Benign PE Samples/gpupdate.exe,1
./dataset/Benign PE Samples/grpconv.exe,1
./dataset/Benign PE Samples/hcsdiag.exe,1
./dataset/Benign PE Samples/hdwwiz.exe,1
./dataset/Benign PE Samples/help.exe,1
./dataset/Benign PE Samples/HelpPane.exe,1
./dataset/Benign PE Samples/hh.exe,1
./dataset/Benign PE Samples/HOSTNAME.EXE,1
./dataset/Benign PE Samples/hvax64.exe,1
./dataset/Benign PE Samples/hvc.exe,1
./dataset/Benign PE Samples/hvix64.exe,1
./dataset/Benign PE Samples/hvsievaluator.exe,1
./dataset/Benign PE Samples/hvsimgr.exe,1
./dataset/Benign PE Samples/hvsirdpclient.exe,1
./dataset/Benign PE Samples/hvsirpcd.exe,1
./dataset/Benign PE Samples/HvsiSettingsWorker.exe,1
./dataset/Benign PE Samples/HxAccounts.exe,1
./dataset/Benign PE Samples/HxCalendarAppImm.exe,1
./dataset/Benign PE Samples/HxOutlook.exe,1
./dataset/Benign PE Samples/HxTsr.exe,1
./dataset/Benign PE Samples/icacls.exe,1
./dataset/Benign PE Samples/IcsEntitlementHost.exe,1
./dataset/Benign PE Samples/icsunattend.exe,1
./dataset/Benign PE Samples/ie4uinit.exe,1
./dataset/Benign PE Samples/IEChooser.exe,1
./dataset/Benign PE Samples/iediagcmd.exe,1
./dataset/Benign PE Samples/ieinstal.exe,1
./dataset/Benign PE Samples/ielowutil.exe,1
./dataset/Benign PE Samples/ieUnatt.exe,1
./dataset/Benign PE Samples/iexplore.exe,1
./dataset/Benign PE Samples/iexpress.exe,1
./dataset/Benign PE Samples/iisreset.exe,1
./dataset/Benign PE Samples/iisrstas.exe,1
./dataset/Benign PE Samples/iissetup.exe,1
./dataset/Benign PE Samples/ilasm.exe,1
./dataset/Benign PE Samples/ImagingDevices.exe,1
./dataset/Benign PE Samples/IMCCPHR.exe,1
./dataset/Benign PE Samples/ImeBroker.exe,1
./dataset/Benign PE Samples/imecfmui.exe,1
./dataset/Benign PE Samples/IMEPADSV.EXE,1
./dataset/Benign PE Samples/IMESEARCH.EXE,1
./dataset/Benign PE Samples/IMEWDBLD.EXE,1
./dataset/Benign PE Samples/IMJPDCT.EXE,1
./dataset/Benign PE Samples/IMJPSET.EXE,1
./dataset/Benign PE Samples/IMJPUEX.EXE,1
./dataset/Benign PE Samples/imjpuexc.exe,1
./dataset/Benign PE Samples/immersivetpmvscmgrsvr.exe,1
./dataset/Benign PE Samples/IMTCLNWZ.EXE,1
./dataset/Benign PE Samples/IMTCPROP.exe,1
./dataset/Benign PE Samples/inetinfo.exe,1
./dataset/Benign PE Samples/InetMgr.exe,1
./dataset/Benign PE Samples/InetMgr6.exe,1
./dataset/Benign PE Samples/InfDefaultInstall.exe,1
./dataset/Benign PE Samples/InputPersonalization.exe,1
./dataset/Benign PE Samples/InspectVhdDialog.exe,1
./dataset/Benign PE Samples/InspectVhdDialog6.2.exe,1
./dataset/Benign PE Samples/InspectVhdDialog6.3.exe,1
./dataset/Benign PE Samples/InstallUtil.exe,1
./dataset/Benign PE Samples/instnm.exe,1
./dataset/Benign PE Samples/ipconfig.exe,1
./dataset/Benign PE Samples/irftp.exe,1
./dataset/Benign PE Samples/iscsicli.exe,1
./dataset/Benign PE Samples/iscsicpl.exe,1
./dataset/Benign PE Samples/isoburn.exe,1
./dataset/Benign PE Samples/jsc.exe,1
./dataset/Benign PE Samples/junction.exe,1
./dataset/Benign PE Samples/klist.exe,1
./dataset/Benign PE Samples/ksetup.exe,1
./dataset/Benign PE Samples/ktmutil.exe,1
./dataset/Benign PE Samples/label.exe,1
./dataset/Benign PE Samples/LanguageComponentsInstallerComHandler.exe,1
./dataset/Benign PE Samples/last.exe,1
./dataset/Benign PE Samples/LaunchTM.exe,1
./dataset/Benign PE Samples/LaunchWinApp.exe,1
./dataset/Benign PE Samples/ldifde.exe,1
./dataset/Benign PE Samples/ldp.exe,1
./dataset/Benign PE Samples/LegacyNetUXHost.exe,1
./dataset/Benign PE Samples/LicenseManagerShellext.exe,1
./dataset/Benign PE Samples/licensingdiag.exe,1
./dataset/Benign PE Samples/LicensingUI.exe,1
./dataset/Benign PE Samples/LocationNotificationWindows.exe,1
./dataset/Benign PE Samples/Locator.exe,1
./dataset/Benign PE Samples/LockApp.exe,1
./dataset/Benign PE Samples/LockAppHost.exe,1
./dataset/Benign PE Samples/LockScreenContentServer.exe,1
./dataset/Benign PE Samples/lodctr.exe,1
./dataset/Benign PE Samples/logagent.exe,1
./dataset/Benign PE Samples/LogCollector.exe,1
./dataset/Benign PE Samples/logman.exe,1
./dataset/Benign PE Samples/logoff.exe,1
./dataset/Benign PE Samples/LogonUI.exe,1
./dataset/Benign PE Samples/lpkinstall.exe,1
./dataset/Benign PE Samples/lpksetup.exe,1
./dataset/Benign PE Samples/lpq.exe,1
./dataset/Benign PE Samples/lpr.exe,1
./dataset/Benign PE Samples/lpremove.exe,1
./dataset/Benign PE Samples/ls.exe,1
./dataset/Benign PE Samples/LsaIso.exe,1
./dataset/Benign PE Samples/lsass.exe,1
./dataset/Benign PE Samples/LxRun.exe,1
./dataset/Benign PE Samples/Magnify.exe,1
./dataset/Benign PE Samples/makecab.exe,1
./dataset/Malicious PE Samples/21.exe,0
./dataset/Malicious PE Samples/3_4.exe,0
./dataset/Malicious PE Samples/BOTBINARY.EXE,0
./dataset/Malicious PE Samples/counter.exe,0
./dataset/Malicious PE Samples/MiniConfigBuilder.exe,0
./dataset/Malicious PE Samples/UpdateCheck.exe,0
./dataset/Malicious PE Samples/win32.exe,0
./dataset/Malicious PE Samples/win33.exe,0
./dataset/Malicious PE Samples/yfoye_dump.exe,0
./dataset/Malicious PE Samples/5a765351046fea1490d20f25.exe,0
./dataset/Malicious PE Samples/798_abroad.exe,0
./dataset/Malicious PE Samples/7ZipSetup.exe,0
./dataset/Malicious PE Samples/aapt.exe,0
./dataset/Malicious PE Samples/abba_-_happy_new_year_zaycev_net.exe,0
./dataset/Malicious PE Samples/Build.exe,0
./dataset/Malicious PE Samples/gchrome.exe,0
./dataset/Malicious PE Samples/hostr.exe,0
./dataset/Malicious PE Samples/InstallBC201401.exe,0
./dataset/Malicious PE Samples/MiniConfigBuilder.exe,0
./dataset/Malicious PE Samples/raffle.exe,0
./dataset/Malicious PE Samples/UpdateCheck.exe,0
./dataset/Malicious PE Samples/Vcffipzmnipbxzdl.exe,0
./dataset/Malicious PE Samples/Win32.GravityRAT.exe,0
./dataset/Malicious PE Samples/wirelesskeyview.exe,0

